product_id,name,category,supplier,current_stock,reorder_level,purchase_price,selling_price,lead_time,historical_sales
P0134,Product 134,Books,Supplier B,161,13,483.96,573.2,7,"{'Day-1': 18, 'Day-2': 19, 'Day-3': 22, 'Day-4': 26, 'Day-5': 10, 'Day-6': 29, 'Day-7': 42, 'Day-8': 35, 'Day-9': 26, 'Day-10': 23}"
P0135,Product 135,Books,Supplier D,435,28,410.81,575.2,10,"{'Day-1': 37, 'Day-2': 28, 'Day-3': 31, 'Day-4': 26, 'Day-5': 49, 'Day-6': 15, 'Day-7': 33, 'Day-8': 32, 'Day-9': 21, 'Day-10': 44}"
P0136,Product 136,Home & Kitchen,Supplier A,304,98,100.33,138.21,10,"{'Day-1': 42, 'Day-2': 7, 'Day-3': 19, 'Day-4': 50, 'Day-5': 27, 'Day-6': 32, 'Day-7': 33, 'Day-8': 29, 'Day-9': 35, 'Day-10': 39}"
P0137,Product 137,Groceries,Supplier A,429,72,227.31,315.26,10,"{'Day-1': 50, 'Day-2': 22, 'Day-3': 0, 'Day-4': 12, 'Day-5': 7, 'Day-6': 36, 'Day-7': 41, 'Day-8': 49, 'Day-9': 50, 'Day-10': 26}"
P0138,Product 138,Groceries,Supplier B,134,43,34.76,40.32,10,"{'Day-1': 44, 'Day-2': 50, 'Day-3': 35, 'Day-4': 46, 'Day-5': 16, 'Day-6': 38, 'Day-7': 31, 'Day-8': 0, 'Day-9': 28, 'Day-10': 0}"
P0139,Product 139,Home & Kitchen,Supplier A,392,57,443.73,642.8,10,"{'Day-1': 13, 'Day-2': 2, 'Day-3': 24, 'Day-4': 3, 'Day-5': 26, 'Day-6': 32, 'Day-7': 17, 'Day-8': 44, 'Day-9': 24, 'Day-10': 49}"
P0140,Product 140,Toys,Supplier B,2,58,342.55,510.91,7,"{'Day-1': 16, 'Day-2': 40, 'Day-3': 14, 'Day-4': 8, 'Day-5': 9, 'Day-6': 21, 'Day-7': 2, 'Day-8': 30, 'Day-9': 24, 'Day-10': 48}"
P0141,Product 141,Groceries,Supplier A,201,81,439.68,532.29,7,"{'Day-1': 2, 'Day-2': 32, 'Day-3': 37, 'Day-4': 5, 'Day-5': 13, 'Day-6': 31, 'Day-7': 50, 'Day-8': 21, 'Day-9': 44, 'Day-10': 6}"
P0142,Product 142,Electronics,Supplier C,388,17,35.16,43.4,14,"{'Day-1': 22, 'Day-2': 20, 'Day-3': 34, 'Day-4': 38, 'Day-5': 10, 'Day-6': 4, 'Day-7': 34, 'Day-8': 38, 'Day-9': 47, 'Day-10': 36}"
P0143,Product 143,Clothing,Supplier A,480,20,426.71,610.18,7,"{'Day-1': 19, 'Day-2': 45, 'Day-3': 23, 'Day-4': 38, 'Day-5': 12, 'Day-6': 40, 'Day-7': 39, 'Day-8': 14, 'Day-9': 1, 'Day-10': 30}"
P0144,Product 144,Toys,Supplier C,472,67,114.99,160.41,14,"{'Day-1': 38, 'Day-2': 3, 'Day-3': 44, 'Day-4': 33, 'Day-5': 30, 'Day-6': 10, 'Day-7': 28, 'Day-8': 43, 'Day-9': 13, 'Day-10': 1}"
P0145,Product 145,Groceries,Supplier B,277,13,307.93,443.41,10,"{'Day-1': 10, 'Day-2': 25, 'Day-3': 31, 'Day-4': 28, 'Day-5': 49, 'Day-6': 38, 'Day-7': 41, 'Day-8': 41, 'Day-9': 34, 'Day-10': 24}"
P0146,Product 146,Toys,Supplier D,236,48,217.82,302.13,5,"{'Day-1': 17, 'Day-2': 33, 'Day-3': 11, 'Day-4': 40, 'Day-5': 16, 'Day-6': 42, 'Day-7': 40, 'Day-8': 23, 'Day-9': 38, 'Day-10': 3}"
P0147,Product 147,Clothing,Supplier A,390,99,371.73,465.89,7,"{'Day-1': 20, 'Day-2': 40, 'Day-3': 27, 'Day-4': 32, 'Day-5': 26, 'Day-6': 34, 'Day-7': 44, 'Day-8': 38, 'Day-9': 16, 'Day-10': 38}"
P0148,Product 148,Electronics,Supplier A,266,63,45.58,60.9,7,"{'Day-1': 20, 'Day-2': 49, 'Day-3': 6, 'Day-4': 33, 'Day-5': 45, 'Day-6': 44, 'Day-7': 35, 'Day-8': 15, 'Day-9': 2, 'Day-10': 42}"
P0149,Product 149,Home & Kitchen,Supplier B,431,13,205.75,246.03,5,"{'Day-1': 14, 'Day-2': 41, 'Day-3': 4, 'Day-4': 32, 'Day-5': 0, 'Day-6': 41, 'Day-7': 22, 'Day-8': 28, 'Day-9': 7, 'Day-10': 25}"
P0150,Product 150,Toys,Supplier B,358,100,202.5,271.12,5,"{'Day-1': 38, 'Day-2': 21, 'Day-3': 17, 'Day-4': 0, 'Day-5': 44, 'Day-6': 29, 'Day-7': 12, 'Day-8': 11, 'Day-9': 32, 'Day-10': 38}"
P0151,Product 151,Electronics,Supplier D,231,82,267.78,378.31,2,"{'Day-1': 39, 'Day-2': 31, 'Day-3': 40, 'Day-4': 40, 'Day-5': 8, 'Day-6': 1, 'Day-7': 5, 'Day-8': 47, 'Day-9': 47, 'Day-10': 22}"
P0152,Product 152,Clothing,Supplier B,25,46,292.34,376.58,10,"{'Day-1': 12, 'Day-2': 25, 'Day-3': 47, 'Day-4': 31, 'Day-5': 6, 'Day-6': 12, 'Day-7': 8, 'Day-8': 22, 'Day-9': 18, 'Day-10': 6}"
P0153,Product 153,Home & Kitchen,Supplier D,13,30,170.34,221.19,7,"{'Day-1': 1, 'Day-2': 31, 'Day-3': 26, 'Day-4': 28, 'Day-5': 36, 'Day-6': 17, 'Day-7': 6, 'Day-8': 46, 'Day-9': 1, 'Day-10': 9}"
P0154,Product 154,Home & Kitchen,Supplier C,220,57,213.38,265.39,7,"{'Day-1': 35, 'Day-2': 10, 'Day-3': 50, 'Day-4': 9, 'Day-5': 21, 'Day-6': 5, 'Day-7': 20, 'Day-8': 13, 'Day-9': 25, 'Day-10': 42}"
P0155,Product 155,Home & Kitchen,Supplier A,243,48,46.0,55.63,5,"{'Day-1': 46, 'Day-2': 18, 'Day-3': 33, 'Day-4': 6, 'Day-5': 48, 'Day-6': 24, 'Day-7': 48, 'Day-8': 39, 'Day-9': 35, 'Day-10': 38}"
P0156,Product 156,Groceries,Supplier D,124,95,419.73,542.35,2,"{'Day-1': 35, 'Day-2': 16, 'Day-3': 15, 'Day-4': 8, 'Day-5': 2, 'Day-6': 43, 'Day-7': 27, 'Day-8': 37, 'Day-9': 37, 'Day-10': 15}"
P0157,Product 157,Toys,Supplier D,467,16,343.76,415.38,14,"{'Day-1': 40, 'Day-2': 8, 'Day-3': 9, 'Day-4': 46, 'Day-5': 29, 'Day-6': 17, 'Day-7': 28, 'Day-8': 34, 'Day-9': 47, 'Day-10': 12}"
P0158,Product 158,Clothing,Supplier B,119,65,493.32,717.77,14,"{'Day-1': 19, 'Day-2': 4, 'Day-3': 12, 'Day-4': 47, 'Day-5': 35, 'Day-6': 35, 'Day-7': 27, 'Day-8': 21, 'Day-9': 34, 'Day-10': 43}"
P0159,Product 159,Electronics,Supplier C,343,31,403.2,577.95,7,"{'Day-1': 44, 'Day-2': 24, 'Day-3': 39, 'Day-4': 29, 'Day-5': 40, 'Day-6': 9, 'Day-7': 48, 'Day-8': 7, 'Day-9': 10, 'Day-10': 12}"
P0160,Product 160,Books,Supplier A,239,47,247.35,295.78,14,"{'Day-1': 42, 'Day-2': 39, 'Day-3': 10, 'Day-4': 11, 'Day-5': 8, 'Day-6': 39, 'Day-7': 0, 'Day-8': 38, 'Day-9': 1, 'Day-10': 48}"
P0161,Product 161,Home & Kitchen,Supplier A,71,44,318.58,390.91,10,"{'Day-1': 48, 'Day-2': 48, 'Day-3': 2, 'Day-4': 29, 'Day-5': 30, 'Day-6': 38, 'Day-7': 17, 'Day-8': 35, 'Day-9': 9, 'Day-10': 1}"
P0162,Product 162,Electronics,Supplier B,283,27,120.26,175.59,2,"{'Day-1': 46, 'Day-2': 16, 'Day-3': 9, 'Day-4': 10, 'Day-5': 19, 'Day-6': 29, 'Day-7': 33, 'Day-8': 49, 'Day-9': 15, 'Day-10': 50}"
P0163,Product 163,Home & Kitchen,Supplier B,96,96,397.24,560.97,5,"{'Day-1': 45, 'Day-2': 14, 'Day-3': 47, 'Day-4': 23, 'Day-5': 31, 'Day-6': 17, 'Day-7': 21, 'Day-8': 30, 'Day-9': 1, 'Day-10': 19}"
P0164,Product 164,Toys,Supplier B,32,13,397.09,461.5,5,"{'Day-1': 50, 'Day-2': 46, 'Day-3': 48, 'Day-4': 45, 'Day-5': 9, 'Day-6': 4, 'Day-7': 44, 'Day-8': 39, 'Day-9': 15, 'Day-10': 19}"
P0165,Product 165,Home & Kitchen,Supplier C,46,53,7.91,9.0,7,"{'Day-1': 46, 'Day-2': 4, 'Day-3': 20, 'Day-4': 45, 'Day-5': 38, 'Day-6': 37, 'Day-7': 10, 'Day-8': 33, 'Day-9': 6, 'Day-10': 49}"
P0166,Product 166,Home & Kitchen,Supplier B,190,89,189.06,277.25,7,"{'Day-1': 24, 'Day-2': 32, 'Day-3': 22, 'Day-4': 35, 'Day-5': 20, 'Day-6': 15, 'Day-7': 41, 'Day-8': 8, 'Day-9': 44, 'Day-10': 36}"
P0167,Product 167,Electronics,Supplier B,434,10,469.57,691.76,14,"{'Day-1': 3, 'Day-2': 14, 'Day-3': 1, 'Day-4': 12, 'Day-5': 31, 'Day-6': 48, 'Day-7': 23, 'Day-8': 4, 'Day-9': 19, 'Day-10': 47}"
P0168,Product 168,Toys,Supplier D,348,91,145.26,176.71,2,"{'Day-1': 40, 'Day-2': 44, 'Day-3': 50, 'Day-4': 50, 'Day-5': 43, 'Day-6': 33, 'Day-7': 32, 'Day-8': 16, 'Day-9': 16, 'Day-10': 7}"
P0169,Product 169,Toys,Supplier D,142,15,231.67,319.38,10,"{'Day-1': 45, 'Day-2': 35, 'Day-3': 1, 'Day-4': 49, 'Day-5': 33, 'Day-6': 33, 'Day-7': 0, 'Day-8': 36, 'Day-9': 46, 'Day-10': 12}"
P0170,Product 170,Home & Kitchen,Supplier C,186,71,38.57,50.36,7,"{'Day-1': 24, 'Day-2': 30, 'Day-3': 1, 'Day-4': 24, 'Day-5': 6, 'Day-6': 23, 'Day-7': 8, 'Day-8': 15, 'Day-9': 41, 'Day-10': 35}"
P0171,Product 171,Clothing,Supplier A,161,82,77.12,86.38,10,"{'Day-1': 10, 'Day-2': 27, 'Day-3': 38, 'Day-4': 12, 'Day-5': 46, 'Day-6': 24, 'Day-7': 41, 'Day-8': 6, 'Day-9': 50, 'Day-10': 41}"
P0172,Product 172,Groceries,Supplier D,366,21,218.76,324.3,5,"{'Day-1': 30, 'Day-2': 33, 'Day-3': 28, 'Day-4': 22, 'Day-5': 15, 'Day-6': 14, 'Day-7': 33, 'Day-8': 7, 'Day-9': 36, 'Day-10': 29}"
P0173,Product 173,Clothing,Supplier B,165,22,417.11,545.19,2,"{'Day-1': 44, 'Day-2': 36, 'Day-3': 3, 'Day-4': 6, 'Day-5': 50, 'Day-6': 29, 'Day-7': 40, 'Day-8': 35, 'Day-9': 9, 'Day-10': 47}"
P0174,Product 174,Home & Kitchen,Supplier D,393,49,158.24,183.78,2,"{'Day-1': 9, 'Day-2': 50, 'Day-3': 1, 'Day-4': 31, 'Day-5': 29, 'Day-6': 30, 'Day-7': 3, 'Day-8': 5, 'Day-9': 4, 'Day-10': 32}"
P0175,Product 175,Groceries,Supplier B,21,33,252.91,324.46,5,"{'Day-1': 12, 'Day-2': 46, 'Day-3': 20, 'Day-4': 35, 'Day-5': 26, 'Day-6': 18, 'Day-7': 36, 'Day-8': 20, 'Day-9': 37, 'Day-10': 14}"
P0176,Product 176,Clothing,Supplier D,211,48,424.49,615.4,10,"{'Day-1': 2, 'Day-2': 11, 'Day-3': 13, 'Day-4': 36, 'Day-5': 39, 'Day-6': 25, 'Day-7': 28, 'Day-8': 20, 'Day-9': 22, 'Day-10': 13}"
P0177,Product 177,Books,Supplier C,397,42,70.6,90.57,2,"{'Day-1': 14, 'Day-2': 31, 'Day-3': 4, 'Day-4': 50, 'Day-5': 7, 'Day-6': 38, 'Day-7': 35, 'Day-8': 19, 'Day-9': 15, 'Day-10': 50}"
P0178,Product 178,Toys,Supplier B,474,64,389.3,444.38,10,"{'Day-1': 32, 'Day-2': 41, 'Day-3': 43, 'Day-4': 23, 'Day-5': 8, 'Day-6': 33, 'Day-7': 21, 'Day-8': 29, 'Day-9': 30, 'Day-10': 3}"
P0179,Product 179,Home & Kitchen,Supplier A,376,77,20.36,25.64,14,"{'Day-1': 49, 'Day-2': 0, 'Day-3': 43, 'Day-4': 15, 'Day-5': 44, 'Day-6': 14, 'Day-7': 21, 'Day-8': 26, 'Day-9': 31, 'Day-10': 14}"
P0180,Product 180,Groceries,Supplier C,226,73,55.63,61.54,14,"{'Day-1': 24, 'Day-2': 8, 'Day-3': 13, 'Day-4': 6, 'Day-5': 8, 'Day-6': 35, 'Day-7': 11, 'Day-8': 6, 'Day-9': 44, 'Day-10': 28}"
P0181,Product 181,Clothing,Supplier A,21,36,479.02,534.15,10,"{'Day-1': 37, 'Day-2': 18, 'Day-3': 25, 'Day-4': 5, 'Day-5': 3, 'Day-6': 37, 'Day-7': 17, 'Day-8': 43, 'Day-9': 18, 'Day-10': 34}"
P0182,Product 182,Toys,Supplier A,26,93,373.04,433.16,2,"{'Day-1': 17, 'Day-2': 30, 'Day-3': 50, 'Day-4': 8, 'Day-5': 44, 'Day-6': 47, 'Day-7': 2, 'Day-8': 4, 'Day-9': 1, 'Day-10': 7}"
P0183,Product 183,Toys,Supplier D,348,35,404.82,527.39,14,"{'Day-1': 19, 'Day-2': 36, 'Day-3': 31, 'Day-4': 0, 'Day-5': 44, 'Day-6': 33, 'Day-7': 24, 'Day-8': 50, 'Day-9': 20, 'Day-10': 13}"
P0184,Product 184,Books,Supplier B,38,62,323.94,393.93,5,"{'Day-1': 0, 'Day-2': 39, 'Day-3': 45, 'Day-4': 29, 'Day-5': 36, 'Day-6': 46, 'Day-7': 50, 'Day-8': 11, 'Day-9': 40, 'Day-10': 19}"
P0185,Product 185,Electronics,Supplier B,215,82,137.22,196.44,10,"{'Day-1': 23, 'Day-2': 15, 'Day-3': 50, 'Day-4': 2, 'Day-5': 45, 'Day-6': 31, 'Day-7': 32, 'Day-8': 38, 'Day-9': 36, 'Day-10': 46}"
P0186,Product 186,Groceries,Supplier A,155,38,7.49,10.99,2,"{'Day-1': 33, 'Day-2': 17, 'Day-3': 27, 'Day-4': 31, 'Day-5': 36, 'Day-6': 13, 'Day-7': 38, 'Day-8': 47, 'Day-9': 30, 'Day-10': 23}"
P0187,Product 187,Home & Kitchen,Supplier A,488,97,23.88,35.71,5,"{'Day-1': 3, 'Day-2': 24, 'Day-3': 48, 'Day-4': 11, 'Day-5': 16, 'Day-6': 41, 'Day-7': 3, 'Day-8': 30, 'Day-9': 0, 'Day-10': 22}"
P0188,Product 188,Electronics,Supplier C,481,32,257.76,345.82,2,"{'Day-1': 17, 'Day-2': 36, 'Day-3': 33, 'Day-4': 16, 'Day-5': 16, 'Day-6': 42, 'Day-7': 26, 'Day-8': 16, 'Day-9': 7, 'Day-10': 6}"
P0189,Product 189,Groceries,Supplier D,348,70,417.05,559.77,14,"{'Day-1': 18, 'Day-2': 27, 'Day-3': 46, 'Day-4': 0, 'Day-5': 40, 'Day-6': 41, 'Day-7': 6, 'Day-8': 19, 'Day-9': 38, 'Day-10': 10}"
P0190,Product 190,Electronics,Supplier C,401,36,266.1,389.45,2,"{'Day-1': 42, 'Day-2': 8, 'Day-3': 25, 'Day-4': 34, 'Day-5': 5, 'Day-6': 37, 'Day-7': 20, 'Day-8': 10, 'Day-9': 12, 'Day-10': 3}"
P0191,Product 191,Clothing,Supplier A,437,58,98.79,119.22,2,"{'Day-1': 44, 'Day-2': 32, 'Day-3': 10, 'Day-4': 43, 'Day-5': 47, 'Day-6': 15, 'Day-7': 48, 'Day-8': 31, 'Day-9': 15, 'Day-10': 18}"
P0192,Product 192,Home & Kitchen,Supplier A,382,37,398.3,581.62,2,"{'Day-1': 6, 'Day-2': 30, 'Day-3': 36, 'Day-4': 29, 'Day-5': 3, 'Day-6': 1, 'Day-7': 37, 'Day-8': 23, 'Day-9': 1, 'Day-10': 36}"
P0193,Product 193,Clothing,Supplier B,135,89,412.83,546.19,14,"{'Day-1': 20, 'Day-2': 6, 'Day-3': 28, 'Day-4': 8, 'Day-5': 40, 'Day-6': 11, 'Day-7': 48, 'Day-8': 31, 'Day-9': 28, 'Day-10': 2}"
P0194,Product 194,Books,Supplier C,456,60,498.61,591.07,2,"{'Day-1': 36, 'Day-2': 10, 'Day-3': 40, 'Day-4': 15, 'Day-5': 3, 'Day-6': 42, 'Day-7': 38, 'Day-8': 40, 'Day-9': 13, 'Day-10': 33}"
P0195,Product 195,Books,Supplier A,222,56,347.77,430.32,14,"{'Day-1': 35, 'Day-2': 24, 'Day-3': 44, 'Day-4': 13, 'Day-5': 39, 'Day-6': 20, 'Day-7': 18, 'Day-8': 18, 'Day-9': 20, 'Day-10': 15}"
P0196,Product 196,Books,Supplier B,381,69,244.52,315.3,10,"{'Day-1': 47, 'Day-2': 9, 'Day-3': 3, 'Day-4': 40, 'Day-5': 19, 'Day-6': 32, 'Day-7': 20, 'Day-8': 7, 'Day-9': 25, 'Day-10': 1}"
P0197,Product 197,Home & Kitchen,Supplier B,256,95,58.13,81.36,10,"{'Day-1': 4, 'Day-2': 5, 'Day-3': 39, 'Day-4': 31, 'Day-5': 41, 'Day-6': 15, 'Day-7': 9, 'Day-8': 14, 'Day-9': 5, 'Day-10': 29}"
P0198,Product 198,Home & Kitchen,Supplier C,308,91,85.0,105.34,10,"{'Day-1': 47, 'Day-2': 13, 'Day-3': 10, 'Day-4': 42, 'Day-5': 45, 'Day-6': 8, 'Day-7': 16, 'Day-8': 9, 'Day-9': 49, 'Day-10': 41}"
P0199,Product 199,Electronics,Supplier D,363,63,417.96,604.2,5,"{'Day-1': 34, 'Day-2': 9, 'Day-3': 47, 'Day-4': 22, 'Day-5': 27, 'Day-6': 20, 'Day-7': 32, 'Day-8': 26, 'Day-9': 38, 'Day-10': 25}"
P0200,Product 200,Home & Kitchen,Supplier C,283,45,68.25,83.65,14,"{'Day-1': 47, 'Day-2': 41, 'Day-3': 45, 'Day-4': 29, 'Day-5': 38, 'Day-6': 4, 'Day-7': 20, 'Day-8': 10, 'Day-9': 50, 'Day-10': 1}"
